Dataset,Method,Dropped Feature,TSTR F1 ↑,TRTR F1 (base),Util Gap ↓,KLD Mean ↓,Corr Diff ↓,Prop Sig ↓,RF Sep (mean ± SD),Disc F1 (mean ± SD)
HIV,bootstrap,drop_idx_11,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9355216212812547,0.1398190043940909,0.0,0.663 ± 0.053,0.449 ± 0.097
breast_cancer,bootstrap,drop_idx_11,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.4862213510927336,0.0448799766754931,0.0,0.601 ± 0.067,0.462 ± 0.083
HIV,gmm,drop_idx_11,1.0,0.9442113442113442,-0.0557886557886557,3.6146366712081095,0.111980740348425,0.0,0.834 ± 0.068,0.725 ± 0.107
breast_cancer,gmm,drop_idx_11,0.9679715302491104,0.9684124103361852,0.0004408800870749,0.5957024202589971,0.1072576157833769,0.0,0.858 ± 0.055,0.797 ± 0.050
HIV,cvae,drop_idx_11,0.875,0.9442113442113442,0.0692113442113442,6.76191315257147,0.1415600589677528,0.2419354838709677,0.879 ± 0.080,0.807 ± 0.082
breast_cancer,cvae,drop_idx_11,0.955631399317406,0.9684124103361852,0.0127810110187791,0.8908085674085922,0.0929138886770598,0.0,0.577 ± 0.064,0.473 ± 0.092
HIV,bootstrap,drop_idx_12,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9115057527529176,0.1394281525105563,0.0,0.664 ± 0.052,0.447 ± 0.092
breast_cancer,bootstrap,drop_idx_12,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.4765346706394617,0.0450197001005002,0.0,0.613 ± 0.070,0.461 ± 0.119
HIV,gmm,drop_idx_12,1.0,0.9442113442113442,-0.0557886557886557,3.4178347185637503,0.1237966674549293,0.1129032258064516,0.841 ± 0.124,0.741 ± 0.124
breast_cancer,gmm,drop_idx_12,0.9681978798586572,0.9684124103361852,0.000214530477528,0.6443110656847569,0.1076793530801551,0.0344827586206896,0.818 ± 0.089,0.724 ± 0.098
HIV,cvae,drop_idx_12,0.875,0.9442113442113442,0.0692113442113442,7.239360357645077,0.1473923867731037,0.2419354838709677,0.861 ± 0.074,0.780 ± 0.101
breast_cancer,cvae,drop_idx_12,0.9655172413793104,0.9684124103361852,0.0028951689568749,0.74689579105945,0.083146460041978,0.0,0.558 ± 0.046,0.460 ± 0.082
HIV,bootstrap,drop_idx_13,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9308371776708533,0.1383005317671844,0.0,0.658 ± 0.050,0.442 ± 0.092
breast_cancer,bootstrap,drop_idx_13,0.9894736842105264,0.9684124103361852,-0.0210612738743409,0.488402881879472,0.0456905868735564,0.0,0.614 ± 0.058,0.432 ± 0.086
HIV,gmm,drop_idx_13,1.0,0.9442113442113442,-0.0557886557886557,3.555112236294115,0.1220341617900831,0.1451612903225806,0.849 ± 0.106,0.764 ± 0.126
breast_cancer,gmm,drop_idx_13,0.9686411149825784,0.9684124103361852,-0.0002287046463931,0.5399052008350782,0.0839311583078548,0.0344827586206896,0.810 ± 0.080,0.744 ± 0.083
HIV,cvae,drop_idx_13,0.8979591836734694,0.9442113442113442,0.0462521605378748,6.978945209621121,0.1527366291864205,0.1774193548387097,0.849 ± 0.063,0.780 ± 0.069
breast_cancer,cvae,drop_idx_13,0.955631399317406,0.9684124103361852,0.0127810110187791,0.8505497529714762,0.0822642123865134,0.0,0.587 ± 0.049,0.480 ± 0.082
HIV,bootstrap,drop_idx_14,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9438585988649089,0.1403437763504178,0.0,0.658 ± 0.050,0.443 ± 0.092
breast_cancer,bootstrap,drop_idx_14,0.9894736842105264,0.9684124103361852,-0.0210612738743409,0.4871869831826175,0.0421112175857982,0.0,0.640 ± 0.081,0.405 ± 0.115
HIV,gmm,drop_idx_14,0.9818181818181818,0.9442113442113442,-0.0376068376068375,3.502859175848332,0.1280357603644177,0.1129032258064516,0.800 ± 0.078,0.691 ± 0.094
breast_cancer,gmm,drop_idx_14,0.9652777777777778,0.9684124103361852,0.0031346325584075,0.5924450803963531,0.108251506977254,0.0,0.779 ± 0.069,0.688 ± 0.111
HIV,cvae,drop_idx_14,0.9411764705882352,0.9442113442113442,0.0030348736231089,7.146033477943951,0.1495650053341643,0.1935483870967742,0.856 ± 0.059,0.788 ± 0.062
breast_cancer,cvae,drop_idx_14,0.958904109589041,0.9684124103361852,0.0095083007471442,0.8405306447195797,0.0822904366017012,0.0,0.600 ± 0.063,0.510 ± 0.117
HIV,bootstrap,drop_idx_15,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9244161951694263,0.1407458010441702,0.0,0.654 ± 0.057,0.441 ± 0.090
breast_cancer,bootstrap,drop_idx_15,0.9894736842105264,0.965024630541872,-0.0244490536686543,0.477027110787621,0.0445877077181978,0.0,0.642 ± 0.081,0.390 ± 0.072
HIV,gmm,drop_idx_15,0.9818181818181818,0.9442113442113442,-0.0376068376068375,3.884152901683716,0.1372377114315567,0.0967741935483871,0.794 ± 0.083,0.681 ± 0.163
breast_cancer,gmm,drop_idx_15,0.96113074204947,0.965024630541872,0.003893888492402,0.5823522752005403,0.1138426544754252,0.0344827586206896,0.764 ± 0.089,0.681 ± 0.079
HIV,cvae,drop_idx_15,0.8260869565217391,0.9442113442113442,0.118124387689605,6.421105713779986,0.1500177127968883,0.1935483870967742,0.819 ± 0.078,0.756 ± 0.076
breast_cancer,cvae,drop_idx_15,0.9559322033898304,0.965024630541872,0.0090924271520413,0.7763529175366121,0.0810026646610046,0.0,0.547 ± 0.041,0.504 ± 0.087
HIV,bootstrap,drop_idx_16,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9422940992158249,0.1412803733496257,0.0,0.654 ± 0.058,0.440 ± 0.092
breast_cancer,bootstrap,drop_idx_16,0.993006993006993,0.965024630541872,-0.027982362465121,0.4627382114409563,0.0448963168682787,0.0,0.640 ± 0.060,0.353 ± 0.091
HIV,gmm,drop_idx_16,1.0,0.9442113442113442,-0.0557886557886557,3.916116434492775,0.1344103066045569,0.1129032258064516,0.822 ± 0.139,0.709 ± 0.143
breast_cancer,gmm,drop_idx_16,0.96113074204947,0.965024630541872,0.003893888492402,0.587699086422354,0.1085478353757536,0.0,0.808 ± 0.089,0.752 ± 0.080
HIV,cvae,drop_idx_16,0.851063829787234,0.9442113442113442,0.0931475144241101,6.908815484789425,0.14867341040343,0.2096774193548387,0.839 ± 0.074,0.770 ± 0.091
breast_cancer,cvae,drop_idx_16,0.9523809523809524,0.965024630541872,0.0126436781609196,0.792156915531836,0.0805681080591627,0.0,0.543 ± 0.039,0.469 ± 0.108
HIV,bootstrap,drop_idx_17,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9434299115398952,0.1415123023216679,0.0,0.663 ± 0.060,0.420 ± 0.101
breast_cancer,bootstrap,drop_idx_17,0.9894736842105264,0.965024630541872,-0.0244490536686543,0.4842397832958097,0.0444536635740112,0.0,0.635 ± 0.057,0.413 ± 0.103
HIV,gmm,drop_idx_17,1.0,0.9442113442113442,-0.0557886557886557,3.868082913125441,0.1254660364318778,0.0967741935483871,0.851 ± 0.109,0.765 ± 0.154
breast_cancer,gmm,drop_idx_17,0.958041958041958,0.965024630541872,0.0069826724999139,0.5984517660782726,0.1062823917289375,0.0,0.849 ± 0.070,0.767 ± 0.081
HIV,cvae,drop_idx_17,0.7727272727272727,0.9442113442113442,0.1714840714840715,7.199615793061488,0.1461377915020658,0.2419354838709677,0.843 ± 0.071,0.767 ± 0.078
breast_cancer,cvae,drop_idx_17,0.955631399317406,0.965024630541872,0.0093932312244657,0.6914804881786802,0.0768897886746659,0.0,0.580 ± 0.052,0.508 ± 0.101
HIV,bootstrap,drop_idx_18,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.951090440604884,0.1428370875429004,0.0,0.656 ± 0.072,0.424 ± 0.094
breast_cancer,bootstrap,drop_idx_18,0.9894736842105264,0.965024630541872,-0.0244490536686543,0.4876531239347765,0.0424970031040749,0.0,0.623 ± 0.067,0.446 ± 0.081
HIV,gmm,drop_idx_18,1.0,0.9442113442113442,-0.0557886557886557,3.621280851419608,0.1194538502822993,0.0806451612903225,0.822 ± 0.100,0.752 ± 0.116
breast_cancer,gmm,drop_idx_18,0.950354609929078,0.965024630541872,0.0146700206127938,0.6143598237442018,0.1088031602730439,0.0,0.823 ± 0.063,0.752 ± 0.075
HIV,cvae,drop_idx_18,0.851063829787234,0.9442113442113442,0.0931475144241101,6.7689549844510815,0.1376477972245959,0.2580645161290322,0.806 ± 0.099,0.732 ± 0.096
breast_cancer,cvae,drop_idx_18,0.9527027027027029,0.965024630541872,0.0123219278391691,0.829865786370556,0.0908055403858123,0.0,0.597 ± 0.076,0.472 ± 0.125
HIV,bootstrap,drop_idx_19,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.938773753187838,0.1374215343324389,0.0,0.659 ± 0.062,0.422 ± 0.091
breast_cancer,bootstrap,drop_idx_19,0.9894736842105264,0.9686587157549044,-0.0208149684556218,0.4824297440384342,0.0445404396698853,0.0,0.599 ± 0.079,0.429 ± 0.064
HIV,gmm,drop_idx_19,0.9818181818181818,0.9442113442113442,-0.0376068376068375,3.647062225759498,0.1114794765174828,0.1290322580645161,0.843 ± 0.068,0.740 ± 0.086
breast_cancer,gmm,drop_idx_19,0.9614035087719298,0.9686587157549044,0.0072552069829746,0.5812829155975492,0.1014600464989399,0.0,0.790 ± 0.084,0.696 ± 0.052
HIV,cvae,drop_idx_19,0.8979591836734694,0.9442113442113442,0.0462521605378748,6.582071976338237,0.1449855869194173,0.2096774193548387,0.827 ± 0.070,0.736 ± 0.087
breast_cancer,cvae,drop_idx_19,0.9488054607508531,0.9686587157549044,0.0198532550040512,0.8071881514460204,0.079544220732855,0.0,0.551 ± 0.043,0.525 ± 0.077
HIV,bootstrap,drop_idx_2,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.94998778906466,0.1418792314068486,0.0,0.673 ± 0.058,0.446 ± 0.095
breast_cancer,bootstrap,drop_idx_2,0.993006993006993,0.968773555747932,-0.0242334372590609,0.4778332691356721,0.0445579064853985,0.0,0.589 ± 0.065,0.413 ± 0.118
diabetes,bootstrap,drop_idx_2,0.845771144278607,0.6227720463950575,-0.2229990978835495,0.0793156118738328,0.0316450238863632,0.1428571428571428,0.574 ± 0.047,0.504 ± 0.069
HIV,gmm,drop_idx_2,1.0,0.9442113442113442,-0.0557886557886557,3.9335652970441513,0.1023976269232108,0.0161290322580645,0.765 ± 0.109,0.681 ± 0.118
breast_cancer,gmm,drop_idx_2,0.9540636042402828,0.968773555747932,0.0147099515076494,0.5886264833947109,0.1071457198289629,0.0,0.798 ± 0.080,0.731 ± 0.058
diabetes,gmm,drop_idx_2,0.6137566137566137,0.6227720463950575,0.0090154326384437,0.617618244677226,0.025583375937965,0.1428571428571428,0.701 ± 0.099,0.599 ± 0.113
HIV,cvae,drop_idx_2,0.9473684210526316,0.9442113442113442,-0.0031570768412872,6.192027713064588,0.1394864283507422,0.2903225806451613,0.805 ± 0.073,0.736 ± 0.076
breast_cancer,cvae,drop_idx_2,0.9621993127147768,0.968773555747932,0.0065742430331554,0.9279231166777022,0.088896019359996,0.0,0.583 ± 0.058,0.512 ± 0.115
diabetes,cvae,drop_idx_2,0.7047619047619048,0.6227720463950575,-0.0819898583668473,0.7501509202859894,0.0622392873576309,0.1428571428571428,0.689 ± 0.115,0.632 ± 0.147
HIV,bootstrap,drop_idx_20,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9454497250240368,0.1411095860727031,0.0,0.659 ± 0.063,0.414 ± 0.088
breast_cancer,bootstrap,drop_idx_20,0.989547038327526,0.972046495549218,-0.0175005427783081,0.4838950611145082,0.0451698990283233,0.0,0.594 ± 0.067,0.443 ± 0.102
HIV,gmm,drop_idx_20,1.0,0.9442113442113442,-0.0557886557886557,3.728347025649978,0.1093775808905154,0.1290322580645161,0.832 ± 0.105,0.759 ± 0.124
breast_cancer,gmm,drop_idx_20,0.9574468085106383,0.972046495549218,0.0145996870385796,0.6056713975105518,0.1110515756872435,0.0,0.807 ± 0.087,0.744 ± 0.092
HIV,cvae,drop_idx_20,0.8979591836734694,0.9442113442113442,0.0462521605378748,6.890371658232999,0.1472471709260698,0.2258064516129032,0.840 ± 0.068,0.767 ± 0.106
breast_cancer,cvae,drop_idx_20,0.9724137931034482,0.972046495549218,-0.0003672975542302,0.7968901996630761,0.0848757797802112,0.0,0.550 ± 0.036,0.493 ± 0.074
HIV,bootstrap,drop_idx_21,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9254811826759664,0.1399515595440345,0.0,0.666 ± 0.067,0.430 ± 0.074
breast_cancer,bootstrap,drop_idx_21,0.9859154929577464,0.9686587157549044,-0.017256777202842,0.4834056480602219,0.0427221172363518,0.0,0.601 ± 0.067,0.445 ± 0.089
HIV,gmm,drop_idx_21,0.981132075471698,0.9442113442113442,-0.0369207312603538,3.385613370034122,0.1277697384620839,0.032258064516129,0.850 ± 0.074,0.760 ± 0.107
breast_cancer,gmm,drop_idx_21,0.9577464788732394,0.9686587157549044,0.010912236881665,0.5744586004210367,0.099926696366394,0.0,0.790 ± 0.049,0.702 ± 0.088
HIV,cvae,drop_idx_21,0.8,0.9442113442113442,0.1442113442113441,6.611454194097279,0.1445707453291213,0.2258064516129032,0.853 ± 0.087,0.748 ± 0.116
breast_cancer,cvae,drop_idx_21,0.9621993127147768,0.9686587157549044,0.0064594030401278,0.7980588065763308,0.0833896455476393,0.0,0.594 ± 0.061,0.479 ± 0.093
HIV,bootstrap,drop_idx_22,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9199182540908453,0.1385962818634152,0.0,0.662 ± 0.066,0.436 ± 0.076
breast_cancer,bootstrap,drop_idx_22,0.989547038327526,0.972046495549218,-0.0175005427783081,0.4857350615515962,0.044950559540775,0.0,0.597 ± 0.040,0.467 ± 0.077
HIV,gmm,drop_idx_22,1.0,0.9442113442113442,-0.0557886557886557,3.708240654109136,0.108666520655884,0.0806451612903225,0.838 ± 0.118,0.763 ± 0.134
breast_cancer,gmm,drop_idx_22,0.9571428571428572,0.972046495549218,0.0149036384063607,0.6398438889076833,0.0915894117932966,0.0344827586206896,0.815 ± 0.074,0.744 ± 0.069
HIV,cvae,drop_idx_22,0.8260869565217391,0.9442113442113442,0.118124387689605,6.397799230730262,0.1473577293266691,0.2096774193548387,0.837 ± 0.080,0.781 ± 0.096
breast_cancer,cvae,drop_idx_22,0.9550173010380624,0.972046495549218,0.0170291945111557,0.7773553443200866,0.0822993642184178,0.0,0.585 ± 0.068,0.478 ± 0.076
HIV,bootstrap,drop_idx_23,0.981132075471698,0.9442113442113442,-0.0369207312603538,1.9306317825552084,0.1394830379965436,0.0,0.672 ± 0.061,0.429 ± 0.071
breast_cancer,bootstrap,drop_idx_23,0.986013986013986,0.9684124103361852,-0.0176015756778007,0.4889978340500754,0.045408462489028,0.0,0.593 ± 0.038,0.471 ± 0.062
HIV,gmm,drop_idx_23,1.0,0.9442113442113442,-0.0557886557886557,3.889668668198013,0.1154042973173135,0.1290322580645161,0.840 ± 0.088,0.748 ± 0.082
breast_cancer,gmm,drop_idx_23,0.9645390070921984,0.9684124103361852,0.0038734032439867,0.5713787599503155,0.0878729734045428,0.0689655172413793,0.796 ± 0.076,0.716 ± 0.119
HIV,cvae,drop_idx_23,0.88,0.9442113442113442,0.0642113442113442,6.311705621312036,0.1560944092019618,0.1935483870967742,0.804 ± 0.081,0.710 ± 0.120
breast_cancer,cvae,drop_idx_23,0.9690721649484536,0.9684124103361852,-0.0006597546122683,0.8767066960161253,0.0963240530027355,0.0,0.590 ± 0.061,0.523 ± 0.094
HIV,bootstrap,drop_idx_24,0.981132075471698,0.9442113442113442,-0.0369207312603538,1.9310014349495648,0.1396022090791002,0.0,0.659 ± 0.072,0.428 ± 0.063
breast_cancer,bootstrap,drop_idx_24,0.986013986013986,0.9651394705348996,-0.0208745154790865,0.4810951096540455,0.0435289064774241,0.0,0.614 ± 0.048,0.468 ± 0.084
HIV,gmm,drop_idx_24,1.0,0.9442113442113442,-0.0557886557886557,3.688004301676596,0.1192827350301563,0.0483870967741935,0.832 ± 0.107,0.740 ± 0.152
breast_cancer,gmm,drop_idx_24,0.943661971830986,0.9651394705348996,0.0214774987039135,0.61713727101661,0.1044569249985777,0.0,0.853 ± 0.078,0.796 ± 0.084
HIV,cvae,drop_idx_24,0.7727272727272727,0.9442113442113442,0.1714840714840715,6.410086863012026,0.1492492175266706,0.2096774193548387,0.807 ± 0.062,0.748 ± 0.077
breast_cancer,cvae,drop_idx_24,0.952054794520548,0.9651394705348996,0.0130846760143514,0.8928495406025936,0.0839196381229926,0.0,0.575 ± 0.051,0.485 ± 0.107
HIV,bootstrap,drop_idx_25,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9264953375780276,0.1406458772633228,0.0,0.664 ± 0.074,0.440 ± 0.064
breast_cancer,bootstrap,drop_idx_25,0.9894736842105264,0.9684124103361852,-0.0210612738743409,0.4756584435096184,0.045084049803172,0.0,0.600 ± 0.049,0.453 ± 0.078
HIV,gmm,drop_idx_25,1.0,0.9442113442113442,-0.0557886557886557,4.03949005603167,0.1279955666449478,0.0161290322580645,0.764 ± 0.134,0.701 ± 0.130
breast_cancer,gmm,drop_idx_25,0.971830985915493,0.9684124103361852,-0.0034185755793076,0.652412314290115,0.1238354060914695,0.0,0.825 ± 0.084,0.731 ± 0.065
HIV,cvae,drop_idx_25,0.8260869565217391,0.9442113442113442,0.118124387689605,6.092290259023197,0.1378329621429406,0.2096774193548387,0.818 ± 0.090,0.748 ± 0.104
breast_cancer,cvae,drop_idx_25,0.955631399317406,0.9684124103361852,0.0127810110187791,0.8252375968716316,0.0798861447565773,0.0,0.586 ± 0.036,0.447 ± 0.095
HIV,bootstrap,drop_idx_26,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.943501583766688,0.141137198955763,0.0,0.666 ± 0.067,0.440 ± 0.064
breast_cancer,bootstrap,drop_idx_26,0.993006993006993,0.9650289516895688,-0.0279780413174242,0.4757178571198985,0.0448675034103107,0.0,0.631 ± 0.061,0.417 ± 0.093
HIV,gmm,drop_idx_26,1.0,0.9442113442113442,-0.0557886557886557,3.981975882074815,0.1268486495865654,0.0483870967741935,0.833 ± 0.144,0.763 ± 0.154
breast_cancer,gmm,drop_idx_26,0.971830985915493,0.9650289516895688,-0.0068020342259241,0.5820693521364633,0.1119028958261025,0.0,0.811 ± 0.112,0.725 ± 0.095
HIV,cvae,drop_idx_26,0.8260869565217391,0.9442113442113442,0.118124387689605,6.538813277019375,0.1326879941395022,0.1935483870967742,0.783 ± 0.097,0.682 ± 0.081
breast_cancer,cvae,drop_idx_26,0.9652777777777778,0.9650289516895688,-0.0002488260882089,0.8509570716726218,0.0846479955074053,0.0,0.596 ± 0.060,0.518 ± 0.084
HIV,bootstrap,drop_idx_27,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9321203278856571,0.1417190054264089,0.0,0.658 ± 0.080,0.446 ± 0.076
breast_cancer,bootstrap,drop_idx_27,0.9894736842105264,0.9684124103361852,-0.0210612738743409,0.4705530880795588,0.0444724071465214,0.0,0.623 ± 0.050,0.455 ± 0.059
HIV,gmm,drop_idx_27,1.0,0.9442113442113442,-0.0557886557886557,3.4146242363983057,0.1269906126834296,0.0,0.854 ± 0.083,0.808 ± 0.083
breast_cancer,gmm,drop_idx_27,0.9466192170818504,0.9684124103361852,0.0217931932543348,0.5980359433141409,0.1189642093205464,0.0,0.843 ± 0.069,0.778 ± 0.066
HIV,cvae,drop_idx_27,0.8,0.9442113442113442,0.1442113442113441,6.200837693444429,0.130097266058504,0.1935483870967742,0.784 ± 0.047,0.719 ± 0.082
breast_cancer,cvae,drop_idx_27,0.9559322033898304,0.9684124103361852,0.0124802069463547,0.8324957380831972,0.0782194345880624,0.0,0.587 ± 0.072,0.486 ± 0.119
HIV,bootstrap,drop_idx_28,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9197963903162645,0.141050408450074,0.0,0.642 ± 0.081,0.461 ± 0.073
breast_cancer,bootstrap,drop_idx_28,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.4616579321599433,0.0439512421231983,0.0,0.618 ± 0.064,0.456 ± 0.070
HIV,gmm,drop_idx_28,1.0,0.9442113442113442,-0.0557886557886557,3.913874597886788,0.1230975269548432,0.0967741935483871,0.845 ± 0.052,0.751 ± 0.071
breast_cancer,gmm,drop_idx_28,0.953405017921147,0.9684124103361852,0.0150073924150383,0.625210507922729,0.1184902844286664,0.0344827586206896,0.794 ± 0.089,0.701 ± 0.093
HIV,cvae,drop_idx_28,0.8,0.9442113442113442,0.1442113442113441,6.389602415895717,0.1320389995540425,0.1612903225806451,0.810 ± 0.067,0.732 ± 0.078
breast_cancer,cvae,drop_idx_28,0.9391891891891893,0.9684124103361852,0.0292232211469961,0.805932993245083,0.0803400820018793,0.0,0.586 ± 0.052,0.498 ± 0.084
HIV,bootstrap,drop_idx_29,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.909606790115444,0.1410436252482454,0.0,0.648 ± 0.072,0.450 ± 0.075
breast_cancer,bootstrap,drop_idx_29,0.993006993006993,0.9647826462708496,-0.0282243467361434,0.4768978183450882,0.0446343143149287,0.0,0.600 ± 0.043,0.463 ± 0.105
HIV,gmm,drop_idx_29,1.0,0.9442113442113442,-0.0557886557886557,3.523011206547218,0.1229171416632811,0.1290322580645161,0.852 ± 0.076,0.797 ± 0.082
breast_cancer,gmm,drop_idx_29,0.9681978798586572,0.9647826462708496,-0.0034152335878077,0.6124485590260178,0.1170926204316346,0.0344827586206896,0.834 ± 0.062,0.773 ± 0.078
HIV,cvae,drop_idx_29,0.7727272727272727,0.9442113442113442,0.1714840714840715,6.339367144851942,0.1314745277998536,0.1935483870967742,0.774 ± 0.080,0.714 ± 0.077
breast_cancer,cvae,drop_idx_29,0.9448275862068966,0.9647826462708496,0.0199550600639529,0.837288997096794,0.0776224947537737,0.0,0.612 ± 0.055,0.471 ± 0.170
HIV,bootstrap,drop_idx_3,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9237765778648184,0.1422608367162329,0.0,0.668 ± 0.057,0.439 ± 0.096
breast_cancer,bootstrap,drop_idx_3,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.487610633448856,0.0449441949832697,0.0,0.597 ± 0.061,0.403 ± 0.142
diabetes,bootstrap,drop_idx_3,0.835820895522388,0.6083570675355015,-0.2274638279868865,0.0850224386914247,0.0293570008927865,0.1428571428571428,0.605 ± 0.079,0.497 ± 0.090
HIV,gmm,drop_idx_3,1.0,0.9442113442113442,-0.0557886557886557,3.63078852826662,0.1057939943222659,0.0,0.772 ± 0.085,0.691 ± 0.082
breast_cancer,gmm,drop_idx_3,0.9616724738675958,0.9684124103361852,0.0067399364685895,0.5504455650250818,0.0973735082439119,0.0,0.770 ± 0.111,0.698 ± 0.100
diabetes,gmm,drop_idx_3,0.6407766990291263,0.6083570675355015,-0.0324196314936248,0.6647744707929305,0.034428805868773,0.1428571428571428,0.719 ± 0.098,0.628 ± 0.091
